timestamp,open,high,low,close,volume,vwap,count,imp_vol,event_flags,tf,session,source_transport,source_url
816220800000,59.42188,59.65625,59.3125,59.46875,818500,,0,,0,1d,rth,ws,wss://api.robinhood.com/marketdata/streaming/legend/
