date,market,is_open,opens_at,closes_at,late_option_closes_at,extended_opens_at,extended_closes_at,all_day_opens_at,all_day_closes_at,index_option_0dte_closes_at,index_option_non_0dte_closes_at,index_curb_opens_at,index_curb_closes_at,fx_is_open,fx_opens_at,fx_closes_at,fx_next_open_hours,previous_open_hours_url,next_open_hours_url,fetched_ts,source_transport,source_url
2025-11-29,XASE,false,,,,,,,,,,,,false,,,1764540000000,https://api.robinhood.com/markets/XASE/hours/2025-11-28/,https://api.robinhood.com/markets/XASE/hours/2025-12-01/,1764399377197,http,https://api.robinhood.com/markets/XASE/hours/2025-11-29/
