ts,source_url,instrument_id,symbol,root,expiry_code,venue,bid_px,bid_sz,bid_ts,ask_px,ask_sz,ask_ts,last_px,last_sz,last_ts,state,updated_at_iso,mid_px,spread_px,spread_bps
1763524518453,https://api.robinhood.com/marketdata/futures/quotes/v1/?ids=b80606ca-bf09-48a1-962c-c4fe0e302ace%2C2bde112c-78aa-4174-b7b8-e4f8b41b7429%2Cd5ed2ccb-60a3-4b54-b204-0de21f2ca112%2Cdd2cf2b1-0fad-41da-a1f9-79a4efeb3c6f%2C55652d05-f6a2-4056-a804-5fda5fec18f6%2C1cf3e81a-b7e7-4354-8f98-1ac401be3e56%2C928bd65a-0be1-4ed7-a8a6-f9bfe5eeb11f%2C4a1d5eae-d2b3-404b-8b49-3b75495ba4fa%2Ca9a4cc80-0ca2-47b7-9886-64b13fd790cc%2Cfa935fcd-f116-4f94-a1cb-02c6948ae6ba%2Cfe80d63b-213f-4769-a714-4eedce1598f3%2C2e2f7356-3989-44a3-b2e6-79ff3828202d%2C849ca46a-8ffb-4bde-bcdd-d738492c2472,928BD65A-0BE1-4ED7-A8A6-F9BFE5EEB11F,/6JZ25:XCME,/6J,Z25,XCME,0.006457,37,2025-11-19T03:55:18.044Z,0.0064575,25,2025-11-19T03:55:18.122Z,0.006457,5,2025-11-19T03:55:12.819Z,active,2025-11-19T03:55:18.122Z,0.00645725,5e-7,0.77432343489875721089
